PlayerSeasonID,Season,PlayerID,Name,WorldGolfRank,WorldGolfRankLastWeek,Events,AveragePoints,TotalPoints,PointsLost,PointsGained
11122,2025,40001129,Andrea Pavan,146.0,147.0,34,0.2,15.5,-10.2,12.9
11166,2025,40003664,Trent Phillips,147.0,144.0,29,0.2,15.4,-7.5,13.5
11028,2025,40002752,Lucas Herbert,147.0,143.0,4,0.2,11.8,-12.7,10.1
11375,2025,40001343,Brandt Snedeker,148.0,143.0,26,0.2,14.4,-4.9,14.5
11260,2025,40002640,Joel Girrbach,148.0,147.0,33,0.2,15.3,-6.7,13.7
11022,2025,40000686,Ryo Ishikawa,149.0,151.0,25,0.2,13.5,-11.3,4.0
11041,2025,40002557,Jeff Winther,149.0,146.0,27,0.2,15.0,-13.0,11.0
11348,2025,40002919,Tomoyo Ikemura,150.0,148.0,31,0.2,15.0,-5.1,13.6
11269,2025,40004877,Manuel Elvira,150.0,149.0,33,0.2,15.0,-7.9,14.9
11179,2025,40002204,Trevor Cone,151.0,223.0,26,0.2,13.8,-7.2,10.9
11436,2025,40000201,Rafael Cabrera Bello,151.0,148.0,32,0.2,15.0,-4.7,14.5
10967,2025,40001414,Adam Svensson,152.0,152.0,31,0.2,15.0,-21.8,4.9
11031,2025,40000482,Brice Garnett,152.0,149.0,22,0.2,11.8,-12.5,5.0
11006,2025,40003751,David Ravetto,153.0,150.0,30,0.1,14.6,-13.5,4.0
11097,2025,40001303,Robby Shelton,154.0,151.0,27,0.1,14.0,-11.0,11.0
11016,2025,40000817,Nate Lashley,154.0,150.0,25,0.1,13.2,-16.1,5.2
11719,2025,40003554,Nicolo Galletti,155.0,152.0,22,0.1,11.5,-2.4,11.7
11241,2025,40002650,Cameron Champ,155.0,154.0,25,0.1,13.0,-7.5,12.4
11231,2025,40001951,Alvaro Ortiz,156.0,154.0,29,0.1,14.4,-6.8,13.1
11095,2025,40004342,Taisei Shimizu,156.0,155.0,24,0.1,12.4,-8.3,4.0
11188,2025,40005216,Myles Creighton,157.0,155.0,27,0.1,14.0,-7.0,13.3
11381,2025,40005636,Ross Steelman,157.0,156.0,25,0.1,12.9,-5.1,13.2
