lastName,firstName,playerId,isAmateur,courseId,status,position,total,currentRoundScore,totalStrokesFromCompletedRounds,currentHole,startingHole,roundComplete,rounds,thru,currentRound,teeTime,teeTimeTimestamp,tournament_name,fetched_at
Dou,Zecheng,37338,False,922,wd,WD,-,-,154,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+8', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '78'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '76'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Crowe,Trace,52514,False,922,wd,WD,-,-,149,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '76'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Goya,Tano,31577,False,922,wd,WD,-,-,150,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+6', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '76'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Wu,Brandon,52374,False,922,wd,WD,-,-,217,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+3', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '76'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '-2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '68'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Phillips,Trent,57625,False,927,wd,WD,-,-,218,{'$numberInt': '1'},{'$numberInt': '1'},False,"[{'scoreToPar': '+4', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+1', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '71'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Piercy,Scott,25818,False,922,wd,WD,-,-,218,{'$numberInt': '1'},{'$numberInt': '1'},False,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+5', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '75'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Bateman,Wil,35490,False,922,wd,WD,-,-,219,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+5', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '75'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Ledesma,Nelson,35230,False,927,wd,WD,-,-,219,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '-1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '69'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+6', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '76'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Van Horne,Ashton,50706,False,927,wd,WD,-,-,222,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+1', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '71'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+9', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '79'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+2', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '72'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",-,{'$numberInt': '1'},,,PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Blaum,Ryan,27958,False,927,wd,WD,-,-,221,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+8', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '78'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '-1', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '69'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}, {'scoreToPar': '+4', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '74'}, 'courseId': '927', 'courseName': 'Sawgrass Country Club'}]",-,{'$numberInt': '1'},8:20am,{'$date': {'$numberLong': '1734268800000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
Sloan,Roger,33486,False,922,wd,WD,-,-,222,{'$numberInt': '10'},{'$numberInt': '10'},False,"[{'scoreToPar': '+2', 'roundId': {'$numberInt': '1'}, 'strokes': {'$numberInt': '72'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+3', 'roundId': {'$numberInt': '2'}, 'strokes': {'$numberInt': '73'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}, {'scoreToPar': '+7', 'roundId': {'$numberInt': '3'}, 'strokes': {'$numberInt': '77'}, 'courseId': '922', 'courseName': ""Dye's Valley Course""}]",-,{'$numberInt': '1'},10:10am,{'$date': {'$numberLong': '1734275400000'}},PGA TOUR Q-School presented by Korn Ferry,2025-11-11T16:31:47.199448
